/Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/center_2021_09_30_17_40_20_934.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/left_2021_09_30_17_40_20_934.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/right_2021_09_30_17_40_20_934.jpg, 0, 0, 0, 7.773499E-05
/Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/center_2021_09_30_17_40_21_056.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/left_2021_09_30_17_40_21_056.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/right_2021_09_30_17_40_21_056.jpg, 0, 0, 0, 7.836351E-05
/Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/center_2021_09_30_17_40_21_172.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/left_2021_09_30_17_40_21_172.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/right_2021_09_30_17_40_21_172.jpg, 0, 0, 0, 7.833812E-05
/Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/center_2021_09_30_17_40_21_288.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/left_2021_09_30_17_40_21_288.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/right_2021_09_30_17_40_21_288.jpg, 0, 0, 0, 7.897642E-05
/Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/center_2021_09_30_17_40_21_405.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/left_2021_09_30_17_40_21_405.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/right_2021_09_30_17_40_21_405.jpg, 0, 0, 0, 7.994712E-05
/Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/center_2021_09_30_17_40_21_521.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/left_2021_09_30_17_40_21_521.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/right_2021_09_30_17_40_21_521.jpg, 0, 0, 0, 7.782848E-05
/Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/center_2021_09_30_17_40_21_637.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/left_2021_09_30_17_40_21_637.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/right_2021_09_30_17_40_21_637.jpg, 0, 0, 0, 7.827645E-05
/Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/center_2021_09_30_17_40_21_770.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/left_2021_09_30_17_40_21_770.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/right_2021_09_30_17_40_21_770.jpg, 0, 0, 0, 7.845894E-05
/Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/center_2021_09_30_17_40_21_880.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/left_2021_09_30_17_40_21_880.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/right_2021_09_30_17_40_21_880.jpg, 0, 0, 0, 7.945008E-05
/Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/center_2021_09_30_17_40_21_998.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/left_2021_09_30_17_40_21_998.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/right_2021_09_30_17_40_21_998.jpg, 0, 0, 0, 7.837461E-05
/Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/center_2021_09_30_17_40_22_101.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/left_2021_09_30_17_40_22_101.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/right_2021_09_30_17_40_22_101.jpg, 0, 0, 0, 7.816833E-05
/Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/center_2021_09_30_17_40_22_241.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/left_2021_09_30_17_40_22_241.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/right_2021_09_30_17_40_22_241.jpg, 0, 0.3822598, 0, 0.4222545
/Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/center_2021_09_30_17_40_22_344.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/left_2021_09_30_17_40_22_344.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/right_2021_09_30_17_40_22_344.jpg, 0, 0.6937019, 0, 1.070655
/Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/center_2021_09_30_17_40_22_449.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/left_2021_09_30_17_40_22_449.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/right_2021_09_30_17_40_22_449.jpg, 0, 1, 0, 2.48859
/Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/center_2021_09_30_17_40_23_258.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/left_2021_09_30_17_40_23_258.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/right_2021_09_30_17_40_23_258.jpg, 0, 1, 0, 6.219419
/Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/center_2021_09_30_17_40_23_375.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/left_2021_09_30_17_40_23_375.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/right_2021_09_30_17_40_23_375.jpg, -0.1488147, 1, 0, 7.563784
/Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/center_2021_09_30_17_40_23_476.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/left_2021_09_30_17_40_23_476.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/right_2021_09_30_17_40_23_476.jpg, 0, 1, 0, 8.687721
/Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/center_2021_09_30_17_40_23_576.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/left_2021_09_30_17_40_23_576.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/right_2021_09_30_17_40_23_576.jpg, 0, 1, 0, 9.807688
/Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/center_2021_09_30_17_40_23_703.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/left_2021_09_30_17_40_23_703.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/right_2021_09_30_17_40_23_703.jpg, 0, 1, 0, 11.35749
/Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/center_2021_09_30_17_40_23_849.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/left_2021_09_30_17_40_23_849.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/right_2021_09_30_17_40_23_849.jpg, -0.1689541, 1, 0, 12.53363
/Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/center_2021_09_30_17_40_23_973.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/left_2021_09_30_17_40_23_973.jpg, /Users/akshatanshnayak/Desktop/self-driving-cars/Track/IMG/right_2021_09_30_17_40_23_973.jpg, 0, 1, 0, 14.09443
